Power Station,January,February,March,April,May,June,July,August,September,October,November,December
SKS,3.9686451612903224,3.4456028368794325,4.217570093457944,4.772916666666666,4.730725806451613,5.283,5.005974025974026,4.9325161290322574,4.136833333333334,3.8115151515151515,3.9837988826815645,3.042768361581921
SMHPCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPGL,2.2379354838709675,2.2826241134751775,2.400093457943925,1.7559166666666668,1.6991129032258063,1.9398666666666669,1.8311038961038961,1.9230967741935483,1.957888888888889,2.0224242424242425,1.991173184357542,2.043389830508475
SPL,86.56406451612904,88.04567375886525,86.78355140186916,88.20425,88.88661290322581,82.30646666666667,77.40876623376624,77.82051612903226,82.31883333333333,85.71939393939394,86.04167597765363,86.79463276836158
SPPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002322580645161291,0.0,0.0,0.0
ST-CMSECP,3.3868387096774195,3.4297163120567378,3.279018691588785,3.2968333333333333,3.2533870967741936,3.4458,1.0872077922077923,3.0528387096774194,3.4316111111111116,3.562242424242424,3.0385474860335195,2.9588700564971755
STPL,0.0,0.9612871287128711,0.15488636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVPPL,0.22309677419354837,0.23099290780141843,0.02257009345794395,-0.09449999999999999,-0.028387096774193547,0.09946666666666666,0.10850649350649351,0.06335483870967742,0.09922222222222224,0.14145454545454544,0.14094972067039108,0.2533898305084746
Sikkim,4.814322580645161,4.537943262411348,5.795140186915888,8.831166666666666,10.64225806451613,22.678066666666666,26.250714285714288,26.00090322580645,23.129,15.603513513513514,8.517988826815643,5.661299435028249
SrEPL,1.5758709677419354,1.5361702127659573,1.631355140186916,1.7700833333333332,1.718467741935484,1.8969333333333334,1.8812337662337661,1.9063870967741936,1.7154444444444443,1.6166060606060606,1.7030167597765362,1.664011299435028
TATA MAH.,3.418774193548387,3.176950354609929,3.384485981308411,3.5855,3.42258064516129,3.5671333333333335,3.8166233766233764,3.8551612903225805,3.2248333333333337,3.3786666666666667,3.100893854748603,2.921412429378531
TATA PCL,8.377129032258065,9.1877304964539,10.12714953271028,9.98625,9.849193548387097,10.1264,9.687077922077922,9.079774193548387,9.51325,9.20060606060606,9.021759776536312,8.299406779661018
THDC,11.553354838709676,11.08822695035461,9.55518691588785,8.664333333333333,7.961451612903226,8.082666666666666,6.761623376623376,23.913677419354837,12.0845,8.19260606060606,9.078156424581005,12.04728813559322
TOR. POW. (SUGEN),13.685935483870969,11.859290780141844,15.176308411214954,15.103666666666667,15.119838709677419,15.528266666666665,15.508571428571429,15.566193548387096,14.687055555555556,14.785030303030304,13.938156424581004,13.411694915254238
TOR. POW. (UNOSUGEN),8.201225806451614,8.843120567375886,8.141542056074766,9.704916666666666,9.766129032258064,10.164533333333333,9.988961038961039,9.774516129032257,9.337944444444444,8.609333333333334,6.652067039106146,7.465254237288135
TPCIL,22.04516129032258,22.117619047619048,0.0,0.0,0.0,0.0,0.0,0.0,22.05666666666667,21.915000000000003,21.988275862068964,22.00483870967742
TPDDL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRNE,9.136193548387096,9.367304964539008,9.311542056074767,9.529666666666666,8.237177419354838,7.580333333333333,8.04603896103896,8.644645161290324,8.155111111111111,8.160545454545455,8.03050279329609,7.367231638418079
TSPL,29.839290322580645,28.049574468085105,30.895280373831778,28.676,32.28709677419355,34.06286666666667,32.86038961038961,32.62309677419355,30.3215,27.738363636363637,24.142569832402238,30.084237288135594
Tamil Nadu,90.74387096774193,91.26709219858157,86.86892523364486,93.93900000000001,92.24064516129032,83.03966666666668,75.99,76.39858064516129,88.59994444444445,94.73470270270269,90.55927374301676,88.98790960451977
Telangana,91.39483870967743,91.53822695035461,91.99504672897196,98.47758333333333,96.05758064516128,91.46520000000001,87.88084415584416,101.32522580645161,108.45933333333333,101.4388108108108,91.87759776536313,92.69497175141242
Tripura,0.8787741935483872,0.8195035460992908,0.888411214953271,0.8938333333333334,0.9280645161290323,1.071,1.0353896103896103,1.0293548387096776,1.088,1.0332432432432432,0.853072625698324,0.8689265536723164
UPCL,15.239999999999998,16.60723404255319,17.460093457943927,13.315750000000001,14.916854838709678,12.526933333333334,13.304285714285715,14.05,14.412555555555555,14.747515151515152,15.26536312849162,14.698418079096044
Uttar Pradesh,92.70767741935484,88.08985815602837,84.74789719626168,94.98816666666667,100.3817741935484,102.29853333333334,100.13318181818182,101.73612903225806,102.7135,98.18854054054054,89.97435754189944,87.79576271186441
Uttarakhand,6.940064516129032,7.210921985815603,7.4332242990654205,9.92775,13.609596774193548,16.421666666666667,17.026948051948054,17.35393548387097,17.766388888888887,12.416918918918919,7.67977653631285,6.937118644067796
VASAVI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEDANTA,2.4987096774193547,2.722857142857143,2.74,5.4590000000000005,5.009354838709677,5.0,4.921333333333333,5.210967741935484,5.238,4.514571428571428,3.4555000000000002,3.2526415094339627
VEMAGIRI,0.22,0.22042553191489364,0.155,0.0,0.0,0.0,0.0,0.0,0.17111111111111113,0.2,0.1782122905027933,0.19265536723163842
VESPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIP,5.924,5.071631205673759,7.377803738317756,4.75075,4.747983870967742,5.088333333333333,4.832207792207792,4.830709677419355,5.688666666666667,5.885939393939394,5.2918994413407825,5.580395480225989
VVL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPCL,26.104064516129032,26.196312056737586,26.383644859813085,30.29008333333333,29.663629032258065,27.130133333333333,25.799675324675324,24.958645161290324,22.443277777777777,26.712484848484852,26.902067039106146,27.19870056497175
West Bengal,74.51948387096775,77.63730496453901,78.12976635514019,84.00383333333333,82.77895161290323,80.25206666666666,77.07441558441558,72.40806451612903,77.36772222222223,79.96475675675676,71.72832402234637,73.10299435028249
